ListingKey	APN	BuildersName	City	State	StreetName	StreetNumber	TotalExpenses	YearBuilt	ListPrice	MLnumber	AccessibilityFeatures	Acres	AdNumber	Appliances	AppliancesYN	Area	Assessments	AssessmentsYN	Association	AssociationDues1	AssociationDues1Frequency	AssociationDues2	AssociationDues2Frequency	AssociationName1	AssociationYN	AttachedStructure	BuildersTractCode	BuildersTractName	Caprate	CDOM	CDOMResetYN	COLA_Board	COLA_FirstName	COLA_LastName	COLA_PublicID	COLA_StateLicenseNumber	COLO_Code	COLO_Name	CommonWalls	CommunityFeatures	ContactOrder1	ContactOrder2	ContactOrder3	ContactOrder4	ContactOrder5	ContactOrder6	Cooling	CoolingYN	COSA_FirstName	COSA_LastName	COSA_PublicID	COSA_StateLicenseNumber	COSO_Code	COSO_Name	Country	County	CrossStreets	DateClosedSale	DateCmaStatus	DateListingContract	DeletedYN	DirectionFaces	Directions	Disclosures	DocumentNumber	DOM	DoorFeatures	Elevation	EntryLevel	EntryLocation	ExteriorFeatures	FenceYN	Fencing	Fireplace	FireplaceYN	Floor	Foundation	GreenBuildingCertification	GreenCertificationRating	GreenCertifyingBody	GreenEnergyEfficient	GreenEnergyGeneration	GreenIndoorAirQuality	GreenLocation	GreenSustainability	GreenWalkScore	GreenWaterConservation	GreenYearCertified	GrossMultiplier	GrossOperatingIncome	GrossScheduledIncome	Heating	HeatingYN	InteriorFeatures	InternetSendAddressYN	InternetSendListingYN	LA_Board	LA_FirstName	LA_LastName	LA_Publicid	LA_StateLicenseNumber	LandFeeLease	LastChangeType	Laundry	LaundryYN	ListPriceExcludes	ListPriceIncludes	ListPriceLow	LO_Code	LO_Name	LotDimensions	LotFeatures	LotSquareFootage	MLSID	ModelName	MonthlyGrossIncome	NetOperatingIncome	NumberElectricMeters	NumberGarageSpaces	NumberGasMeters	NumberUncoveredSpaces	NumberUnits	NumberWaterMeters	OperatingExpense	OtherStructures	Parking	ParkingSpacesTotal	ParkingYN	Piccount	Pool	PoolYN	PostalCode	PostalCodePlus4	PreviousPrice	PreviousStatus	PricePerSqft	PricePerUnit	PropertyDescription	Roofing	Rooms	SA_FirstName	SA_LastName	SA_PublicID	SA_StateLicenseNumber	SaleType	SecurityExpense	SecurityFeatures	SellingPrice	SeniorYN	Sewer	SO_Code	SO_Name	SourceKey	SourceTimestampModified	Spa	SpaYN	SqFtSourceLot	SquareFootageBuilding	Status	Stories	StoriesTotal	StreetDirection	StreetDirectionSuffix	StreetNumberModifier	StreetSuffix	StreetSuffixModifier	StructuralCondition	Style	ThomasGuide	TimestampModified	TimestampOffMarket	TimestampPhotoModified	TimestampStatusChange	TractName	TractNumber	TractSubAreaCode	Type10ActualRent	Type10Baths	Type10Bedrooms	Type10Furnished	Type10GarageAttached	Type10GarageSpaces	Type10ProFormaRent	Type10TotalRent	Type10Units	Type11ActualRent	Type11Baths	Type11Bedrooms	Type11Furnished	Type11GarageAttached	Type11GarageSpaces	Type11ProFormaRent	Type11TotalRent	Type11Units	Type12ActualRent	Type12Baths	Type12Bedrooms	Type12Furnished	Type12GarageAttached	Type12GarageSpaces	Type12ProFormaRent	Type12TotalRent	Type12Units	Type13ActualRent	Type13Baths	Type13Bedrooms	Type13Furnished	Type13GarageAttached	Type13GarageSpaces	Type13ProFormaRent	Type13TotalRent	Type13Units	Type1ActualRent	Type1Baths	Type1Bedrooms	Type1Furnished	Type1GarageAttached	Type1GarageSpaces	Type1ProFormaRent	Type1TotalRent	Type1Units	Type2ActualRent	Type2Baths	Type2Bedrooms	Type2Furnished	Type2GarageAttached	Type2GarageSpaces	Type2ProFormaRent	Type2TotalRent	Type2Units	Type3ActualRent	Type3Baths	Type3Bedrooms	Type3Furnished	Type3GarageAttached	Type3GarageSpaces	Type3ProFormaRent	Type3TotalRent	Type3Units	Type4ActualRent	Type4Baths	Type4Bedrooms	Type4Furnished	Type4GarageAttached	Type4GarageSpaces	Type4ProFormaRent	Type4TotalRent	Type4Units	Type5ActualRent	Type5Baths	Type5Bedrooms	Type5Furnished	Type5GarageAttached	Type5GarageSpaces	Type5ProFormaRent	Type5TotalRent	Type5Units	Type6ActualRent	Type6Baths	Type6Bedrooms	Type6Furnished	Type6GarageAttached	Type6GarageSpaces	Type6ProFormaRent	Type6TotalRent	Type6Units	Type7ActualRent	Type7Baths	Type7Bedrooms	Type7Furnished	Type7GarageAttached	Type7GarageSpaces	Type7ProFormaRent	Type7TotalRent	Type7Units	Type8ActualRent	Type8Baths	Type8Bedrooms	Type8Furnished	Type8GarageAttached	Type8GarageSpaces	Type8ProFormaRent	Type8TotalRent	Type8Units	Type9ActualRent	Type9Baths	Type9Bedrooms	Type9Furnished	Type9GarageAttached	Type9GarageSpaces	Type9ProFormaRent	Type9TotalRent	Type9Units	Utilities	View	ViewYN	VirtualTour	WaterSource	WellDepth	WellGallonsPerMinute	WellPumpHorsepower	WellReportYN	WindowFeatures	YearBuiltSource	Zone
9455452	5103019026		LA	CA	E 56th st	971	0	2015	598000	DW15054448	NO,PK	0.155		NO	0	C37										A				44									1CW	URB	2	2	1	7	6	8	NO	0							US	LA	Central		2015-03-16 00:00:00	2015-03-16 00:00:00	0					44								NO	0	CR,LAM,STC,WL															0	WL	1	2STR,GRNC,REMK	1	1	DW	Hugo	Diaz	YDIAZHUG	01347088		NEWLIST	IN	1				YFFH	First Family Homes		BY,FY,GDN,LW	6750	MR		0	0	2	3	2		2	2	0			5		9	NO	0	90011				239.20		Mostly new construction, Fully remodeled two huge units perfect for first time buyers or investor. The properties have new electrical, copper plumbing, oak cabinets, granite counter tops, new roof, long drive way, big fenced in yard, 2 garages and much more. The front house has 3 bedrooms with 2 baths the back house has 4 bedrooms 2 baths.		LIV					STD					SIS			87905235					2500	A											2015-03-16 08:36:51		2015-03-16 08:36:51	2015-03-16 07:41:45		25																																						1	4.00	7	U	D	3	1	1	2																																																																									ELIS,NGS,WMOP				DIST						EST	
9455752	0181011510000		BSTW	CA	Crooks	117	67168	1966	629000	EV15054495		0.955				BSTW									0	A			5.00	44									2CW,EU,NOA,NOB	RUR	2	5	4	10	6	8									US	SB	N 1st Ave		2015-03-16 00:00:00	2015-03-16 00:00:00	0					44				GL																				100380	133140	WL	1		1	1	EV	DEBRA	HANNA	EHANNDEB	01473392		PRICECHG						EV2261	DEBRA HANNA BROKER		LSR	41610	MR		11110	33212	2	0	3		22	3	67168			10		4	NO	0	92311	2229	659000		41.93	28590	22 units, 5 buildings! CURRENTLY 5.3% CAP, PROFORMA CAP is 10.7% (increase rents, reduce vacancy to 10%, place individual elec and gas meters on site) This is an opportunity to buy with cash flow. Asking only $30,000 per unit! 25% VACANCY - THIS IS PERFECT FOR A VALUE ADD INVESTOR!!!! Tenants are all month to month but most have been there for years. Currently at market rent or below. Landlord pays utilities (new owner can place separate meters and help reduce expenses!)							STD					SEPT			87907443				E	15000	A	A	1				AV					2015-04-28 09:27:05		2015-04-19 10:45:11	2015-03-16 09:33:49		1																																						515	1.00	1	U		0	515	515	5	495	1.00	1	U		0	515	495	11	565	1.00	2	U		0	565	565	2	715	2.00	3	U		0	750	715	1	395	1.00	0	U		0	395	395	3				U									U									U									U										DIST						ASS	
9455882	5002024012		LA	CA	55th	1141	0	1920	424900	DW15054517		0.120				C23										D				47									NCW	SDW	2	20	9	3	6	8									US	LA	S BODLONG AVE		2015-03-13 00:00:00	2015-03-13 00:00:00	0					47																									0				1	1	DW	Vilma	Flores	YFLORVIL	01312943		NEWLIST						YCLH	Calhomes Realty		FY	5230	MR		0	0	2	1	2		2	1	0			4		4	NO	0	90037	3501			254.43		2 UNITS - Unit #1 is 2 bedrooms and one bath. The other unit is 1 bed and one bath. Live in the front unit and collect rent from the other. Minutes  to USC and Downtown Los Angeles. Easy access to the 110 FWY.  Must see to appreciate.							STD				0	UNK			87908409				A	1670	A			W			ST					2015-03-16 10:07:05		2015-03-16 10:00:27	2015-03-16 09:57:57		2326																																						0	1.00	2	U	D	1	0	0	1	1100	1.00	1	F		0	0	1100	1																																																																				DIST						ASS	
9455914			CLEL	CA	Lakeshore	13488	6000	1953	175000	LC15054523		0.376				LCCLN									0	D				47									NCW	SUB	2	1	3	8											US	LAK	Yolo Alley		2015-03-13 00:00:00	2015-03-13 00:00:00	0					47				GS																					1500				1	1	LC	James	Magliulo	LCjmagliulo	01852966	FEE	PRICECHG						LCC-AIR1	Cps/Country Air		D0,FY,GDN,LWS,LW,LSR,NL,PAV,YD	16392	MR		1500	1250	0	1	0		4	0	250		UNC	7	1	15	NO	0	95422		195000		98.76		Residential income or live/work property. Two houses. One is a 1Bd/1Ba and the other is a 2Bd/1Ba both need TLC but can be a great investment. Property includes a shop and three storage areas. One storage area has water and sewer and could be converted to studio with city permits. Ample parking and the back uphill side of the property has a large garden area. If fixed up and set up properly this property could bring in as much as $2500+ per month.							STD					SC			87908713					1772	A						DR					2015-04-16 11:04:34		2015-03-16 10:11:08	2015-03-16 10:03:39																																								0	1.00	1	U		0	850	0	1	0	1.00	2	U		0	850	0	1	0	0.00	0	U	A	2	400	0	1	0	0.00	0	U		0	450	0	1																																																		PRIV						APP	
9456047	0146143030000		SB	CA	Sepulveda	1555	8340	1956	365000	CV15054544		0.178				274										A				47									1CW	SDW	8	2	2	6	20	8	WW	1							US	SB	16TH/WATERMAN		2015-03-13 00:00:00	2015-03-13 00:00:00	0					47				GN				BTH	1	CR															2750	WL	1		1	1	CV	LORELAY	VIRBIA	C30342	01294626	FEE	NEWLIST	AR	1				50087	L. VIRBIA BROKER		D0	7750	MR		2800	2235	4	0	4		4	1	515		CP	4	1	5	NO	0	92404	5079			129.75		GATED RESIDENTIAL INCOME PROPERTY MANY UPGRADES, NEW WINDOWS, STUCCO, ENCLOSED CARPORTS, NEW KITCHENS, NEW TILE FLOORING, ETC.							STD					SIS			87909569				A	2813	A	A					AV					2015-03-16 10:35:56		2015-03-16 10:31:57	2015-03-16 10:26:04		2969																																						625	1.00	1	U	D	1	650	625	1	625	1.00	1	U	D	1	650	625	1	625	1.00	1	U	D	1	650	625	1	775	1.00	2	U	D	1	850	775	1																																																		DIST						ASS	
9456290	6019020023		LA	CA	74th	1051	0	1920	549000	DW15054587		0.161				C36										D				44									NCW	CRB	2	1	5	3	6	8									US	LA	S. Vermont Ave		2015-03-16 00:00:00	2015-03-16 00:00:00	0					44																									0				1	1	DW	Sandra	Alvarez	YALVASAN	01101117		NEWLIST						YATR	American Team Properties		D0	6998	MR		0	0	2	3	1	4	2	1	0			7		5	NO	0	90044	2455			151.66		3 Bedroom, 2 Bath 2 Units **Beautifully remodeled** 3 Car Garage and an Additional 4-5 parking spots Close to schools, markets, and shopping centers. Minutes from downtown Los Angeles. Conventionally located near freeways.							STD					SC			87911519				A	3620	A	A		W			ST					2015-03-16 11:04:09		2015-03-16 11:04:09	2015-03-16 10:56:03		158																																						0	2.00	3	U	D	2	0	0	1	0	2.00	3	U	D	1	0	0	1																																																																				DIST						ASS	
9456594	12315239		DP	CA	Via California	26362	0	1975	1100000	PW15054645	2AE	0.140		BIR,DW,ESWH,GD,GR,GWH,MW,RF,SCO	1	CB	SP	1		0		0			0	A				44									1CW	CRB,CW,MAR,SDW,SL,SUB	2	20	8	4	9	3	NO	0							US	OR	Via California/Via San Juan		2015-03-16 00:00:00	2015-03-16 00:00:00	0			HW		44	FD,SGD				LIT,RG,TS		BW,NEW,WD	FAM,GAS	1	PC,BMB,VT	CC														0	FA,GAS	1	2STR,BL,BTH,FC,GRNC,KOPN,RECL,SIT,ST	1	1	PW	John	Washington	PWASHJOH	01366512	FEE	NEWLIST	DINC,GE,IG,WH,WINC	1		Washer, Dryer, Refrigerator, Dish Washer, Weather, Views		E933	First Team Real Estate		AVCS,AVHW,BY,GDN,LN,LSR,LL,SPKR,SPKT,UO	6098	MR		0	0	2	2	2	5	2	2	0	SH,TL	AS,DY,DCON,GAR,FEG,SEG,SDG,TODG,PVT	7	1	3	NO	0	92624	1234			423.73		Dana Point...is there a more perfect place to own coastal property? Maybe not. Please do not miss this opportunity. This duplex just might get you on the path to financial freedom. This duplex is in good condition. It is in a wonderful location in Dana Point. The long term tenants happily pay their monthly rent on time and have an interest in keeping their "home" in A+ condition. BONUS: There is a sister property right next door at 26356 Via California that you can add to your portfolio. California Dreaming at its best.	CMP	FAM,MF,MM,SEP					STD		COD,SD		0	SC,SIS			87913822		NO	0	P	2596	A	B	2						REM	CB	972-B6	2015-03-17 14:16:17		2015-03-16 14:36:29	2015-03-16 11:34:15		735																																						1900	2.00	2	U	D	1	0	1900	1	1900	2.00	2	U	D	1	0	1900	1																																																																220G,ELOP,NGS,TLOP,WMOP	CA,OC,PE	1		DIST					BLI,CAS,DPW,SCR	ASS	
9456610	69237138		SC	CA	Calle Las Bolas	1634	6210	1972	825000	OC15054649		0.070				SC	BV,UNK	1							0	D	Other (OTHR)			54									NCW	SDW,SL	2	2	1	7	6	8	NO	0							US	OR	Pico and El Camino Real		2015-04-25 00:11:03	2015-03-01 00:00:00	0			COZ		54				GL				LIV	1											72					3100	WL	1		1	1	OC	Laurie	Martinez	SMARTLAU	01744628	FEE	BOM	CM,IG	1	Any personal property of tenants.	Washer and dryer, downstairs refrigerator		S109	Berkshire Hathaway HomeServic		D1	3049	MR		3100	2583	1	2	1	1	2	1	517		GA	3	1	6	NO	0	92672	4912		H	473.87		One block from the beach and the Metrolink station, duplex building in the rising neighborhood of North Beach in San Clemente.  Two-bedroom unit upstairs with ocean view and large balcony, cozy one-bedroom unit downstairs with private patio.  Fireplaces in both units.  Updating will increase rent potential.							STD				0	SC			87913977		NO	0	A	1741	A	B	2							SPN		2015-04-28 10:23:35	2015-04-20 15:08:58	2015-03-16 11:49:53	2015-04-25 00:11:03		821																																						1850	1.00	2	U	A	1	1950	22200	1	1250	1.00	1	U	A	1	1350	15000	1																																																																	OC	1		DIST						ASS	
9457181	7347007028		TORR	CA	Plaza Del Amo	1519	17810	2006	1250000	DW15054741		0.249				126	UNK	1							0	A			4.10	44									1CW	CRB	2	8	1	7	6	8									US	LA	w 224th street		2015-03-16 00:00:00	2015-03-16 00:00:00	0					44																									76200				1	1	DW	Martha	Gonzalez	DWGOMART	01493345	FEE		GAS	1				YHCR	Home Central Realty		D0,NL	10830	MR		0	72200	6	6	6	6	6	1	4000			6		3	NO	0	90501	6637			231.27		NO RENT CONTROL!!!!  great 6 unit complex in Torrance, five 2 bed 1 3/4 bath, and one 1 bedroom 1bath units, all very well kept up, built in 2005, low maintenance. DON'T PASS UP!!							STD				0	SIS			87919943				A	5405	A	B										2015-03-20 12:45:17		2015-03-16 12:58:10	2015-03-16 12:50:13		4529																																						1150	1.00	2	U	D	2	1450	1150	3	1050	1.00	2	U	D	2	1450	1050	2	800	1.00	1	U	D	2	1100	800	1																																																											DIST						ASS	
9457952	5153016042		LA	CA	Columbia	200	6074	1923	349999	MB15054879		0.040				671	UNK	1							0	A			0.00	44									2CW	SUB	2	5	4	10	6	8									US	LA	2ND STREET		2015-03-16 00:00:00	2015-03-16 00:00:00	0		GPS			44				GS																			0.00	22244	22932				1	1	MB	JULIO	ARTIGA	M44024	00894306	FEE	NEWLIST						9769	BIENVENIDO REALTY		AA	1730	MR		22932	21577	2	0	2		2	1	667		ND	0	1	2	NO	0	90026				230.41	175000	Property to be shown inside only today Saturday 18th of April 2015 at 3:30 Pm. INVESTMENT PROPERTY OR SUITABLE TO LIVE IN DOWNTOWN. GENTRIFICATION HOT SPOT. DUPLEX IN DTLA, IN FRONT OF BELMONT HIGH SCHOOL. ONE BEDROOM EACH UNIT WITH $984 AND $927 OF RENT. CLOSE TO WILSHIRE AND FIGUEROA.							STD				0	SC			87929546				A	1519	A	B	2			202	PL				634-D2	2015-04-18 09:23:42		2015-03-16 14:59:30	2015-03-16 14:16:44		5941																																						984	1.00	1	U		0	984	984	1	927	1.00	1	U		0	927	927	1																																																																				DIST						ASS	LAR3
9458156	6347025032		PR	CA	Whittier	8339	8319	1957	475000	DW15054923		0.086				649									0	A				44									1CW	SL	2	1	5	3	6	8	NO	0							US	LA	Orange St		2015-03-16 00:00:00	2015-03-16 00:00:00	0		turn on orange st, go on side street Whittier blvd, units will be on residential side,			44								SEE	1	WW,VT															2300	WL	1		1	1	DW	Evan	Garcia	YGARCEVA	01718402		NEWLIST	IC	1				YCRM	Century 21 Realty Masters		AA,BY,FY	3742	MR		2300	2300	2	2	2		2	2	693			2		6	NO	0	90660	2528			371.09		Great Opportunity to own units, Duplex, 2 bedroom 1 bathroom in the Front and 1 bedroom 1 bathroom in the rear, good size rooms, parking in the rear, duplex was fully remodeled in late 2008, close to all shopping, school is walking distance,							STD				0	SIS			87932399				A	1280	A	A	0				BL					2015-03-16 14:54:27		2015-03-16 14:42:57	2015-03-16 14:41:34		8128																																						1200	1.00	2	U	D	1	1200	1200	1	1100	1.00	1	U	D	1	1100	1100	1																																																																				DIST						ASS	
9458196	041041011		ORLA	CA	Bryant	233	0	1977	230000	CH15054933		0.192		DW	1										0	A				45									1CW,NOA,NOB	CRB,SDW	2	1	4	3			CA	1							US	GLE	Woodward Ave.		2015-03-15 00:00:00	2015-03-15 00:00:00	0					45				GS	RG		AVG,WD	LIV,WOD	1	PC,SV	CC														15900	CF	1	SIT	1	1	CH	Carlee	Shannon	CH157000556	01154303	FEE	NEWLIST	IR	1				CHPAREO	Preferred Agents Real Estate		D0,AVCS,LN,LW	8385	MR		0	0	2	2	2		2	2	0		AS,DY,SHAR,DASP,GAR,FEG	6	1	4	NO	0	95963				128.06		Nice duplex sets back off of the road.  Large lawn area in front. Each unit has a private outside area. Duplexes are separated by attached garages. Paved drive way and paved parking.		BDDN,LIV					STD				0	COM			87932652				E	1796	A	A					AV					2015-03-16 14:53:27		2015-03-16 14:53:27	2015-03-16 14:48:08																																								650	1.00	2	U	A	1	650	650	1	675	1.00	2	U	A	1	675	675	1																																																																220L	NE	1		DIST						APP	
9459116	4047005014		HAWT	CA	Menlo	11413	26769	1963	948000	PW15055107		0.160				108										A			5.60	44									1CW	CRB,SDW	9	2	1	7	6	8									US	LA	Imperial Hwy & Prairie Ave		2015-03-16 00:00:00	2015-03-16 00:00:00	0		Property is located south of Imperial Hwy and west of Prairie Ave			44																							11.57	79501	81960				1	1	PW	Doug	Rodermund	PRODEDOU	01314304	FEE	NEWLIST						PB8846	Morgan Skenderian		D1	6953	MR		6830	52732	6	1	6		5	1	26769			9		4	NO	0	90250	2535			182.73		Located in an excellent rental area of Hawthorne this property offers a buyer the opportunity to purchase a renovated, turn-key apartment property.  The subject property has extremely large 2 & 3-bedroom units with an average unit size of 1,038 square feet.  Residents enjoy tandem 2-car carports and a garage, as well as private balconies and patios.  The building is professionally-managed and has just been painted and had a complete exterior renovation.							STD					SIS			87944677				A	5188	A	B	2				AV					2015-03-16 16:35:18		2015-03-16 16:35:18	2015-03-16 16:34:11		0																																						1222	1.00	2	U	D	6	1300	4888	4	1867	1.50	3	U	D	2	1895	1867	1																																																																				DIST						ASS	
9459517	291130022		MORV	CA	Day	13622	5401	1944	292000	AR15055185		0.960				259										A				350									1CW	SL	2	5	4	10	6	8									US	RI	Day St and Alessandro Blvd		2015-03-16 00:00:00	2015-03-16 00:00:00	0					44																									18000				1	1	AR	Benjamin	Lin	A35776	01383988		NEWLIST						30094	RE/MAX 1000 Realty		D0	41818	MR		1500	12600	2	2	2		2	1	5400			2		8	NO	0	92553	8136			288.54									STD					UNK			87950944				A	1012	A	A					ST					2015-03-16 17:39:15		2015-03-16 17:39:15	2015-03-16 17:29:37		0																																						800	1.00	1	U	D	1	800	800	1	700	1.00	0	U	D	1	700	700	1																																																																				DIST						ASS	
9459634	12756106		ANA	CA	Garza	10802	6550	1965	659000	OC15055204		0.264				79										D	Other (OTHR)			44									NCW	URB	1	2	7	3	6	8									US	OR	Magnolia/Katella		2015-03-16 00:00:00	2015-03-16 00:00:00	0					44																									34200				1	1	OC	Doan-Tam	Hoang	SHOANDOA	01788761		NEWLIST						H06020	Home Trade Realty & Funding		LX	11480	MR		2850	26950	2	0	2		2	1	6550			4		5	NO	0	92804				240.42		This is Great Opportunity for Investors With A Huge Lot Can built more units, Good Location, Good Neighbor. Really nice 2 in a lot prperty in Anaheim. Front unit has 3 bedrooms 1 Bathroom and about 1,241 Sqft, Back unit has 3 Bedrooms 2 Bathrooms and about 1,500 Sqft. Hurry....This is not last long on market!!!							STD					SC			87952240				E	2741	A	A					AV					2015-03-16 17:46:50		2015-03-16 17:46:50	2015-03-16 17:46:14		585																																						1250	1.00	3	U		0	1600	1250	1	1600	2.00	3	U		0	1750	1600	1																																																																				DIST						ASS	
9459758	5005024029		LA	CA	Slauson	1857	10307	2015	499000	PW15055228		0.090				C34										A				44									1CW	CRB,CW,SDW,SL,URB	2	1	5	3	6	8	CA,ES	1							US	LA	Manhattan Pl		2015-03-16 00:00:00	2015-03-16 00:00:00	0					44				GL			BW,WI	NO	0	PC	CC,P										FLO		10.94		45600	CF	1	GRNC,LFS,LFT	1	1	PW	Adelso	Flores	PFLORADE	00910310		NEWLIST	IR	1				PB8073	Continental Real Estate	30 x 130	D0	3900	MR		3800	44950	2	0	2		2	1	650		AS	4	1	1	NO	0	90062				163.77		BRAND NEW UNDER CONSTRUCTION, cheapest new units in the area , Staged units with energy Efficient Central Air and Heat, Porcelain tile in all floors except bedrooms, Ceramic tile throughout bathroom wall, Granite kitchen tops, custom build kitchen cabinets. Green building compliance, Low Energy windows, energy saving lights.  Property meets 2014 L A Building and Safety  Code, and Green Building Code.	CMP						STD		FS,SD,WB			SC,SPD			87955044					3047	A	B		W			AV			CNT,CB	673-H5	2015-03-16 18:53:55		2015-03-16 18:53:55	2015-03-16 18:12:22		0																																						0	2.00	3	U		0	1900	0	1	0	2.00	3	U		0	1900	0	1																																																																TLIS				DIST					DPW,ESW,SCR	BLD	
9459836	8105019031		ELM	CA	Bonwood	11106	37145	1958	1680000	AR15055243		0.144				619										A				44									2CW	SUB	2	2	5	3	6	8	WW	1							US	LA	Kingerman/Peck		2015-03-16 00:00:00	2015-03-16 00:00:00	0					44				GS				NO	0																113100	WL	1		1	1	AR	Jagmeet	Singh	A38733	01886951		NEWLIST	CM	1				3848	Keller Williams Realty		D3	6287	MR		9425	73412	10	5	10		12	1	37145			9		5	NO	0	91733	2839			286.01	140000	This 12 unit apartment building is centrally located in El Monte  and presents a great opportunity for investors who are looking to purchase a building with great income potential and a great unit mix. Currently all of the units are occupied, many with loyal, long term tenants. The building is made up of 10 1 bedroom/ 1 bathroom units and 2 – studio units. Each unit has its own designated parking spot and there is an on site laundry facility.  The apartment is located on a quiet street with no through access for traffic, making this a great location for tenants to enjoy. Local schools, restaurants and shopping centers are within walking distance of the property. The location is ideal for commuters with easy access to the 10, 60, and 605 freeways as well as public transportation, giving residents easy access to the San Gabriel Valley and surrounding areas.							STD					SC,SPD			87955264		NO	0	A	5874	A	B					RD			CNT		2015-03-19 17:22:26		2015-03-16 18:24:43	2015-03-16 18:22:04		23323		825	1.00	1	U	D	0	1000	825	1	750	1.00	1	U	D	0	1000	750	1	550	1.00	0	U	D	0	750	550	1										825	1.00	1	U	D	1	1000	825	1	825	1.00	1	U	D	0	1000	825	1	925	1.00	1	U	D	1	1000	925	1	825	1.00	1	U	D	1	1000	825	1	600	1.00	0	U	D	0	750	600	1	825	1.00	1	U	D	1	1000	825	1	825	1.00	1	U	D	0	1000	825	1	825	1.00	1	U	D	1	1000	825	1	825	1.00	1	U	D	0	1000	825	1					DIST						ASS	EMR3
9460278	5779013018		ARCD	CA	Genoa	38	17900	1985	1180000	WS15055344		0.161		DW,GR	1	605										D				45		WS	ALBERT Y.H.	WONG	w78045	01198860	7148	KO TAI REALTY	NCW	SDW	2						CA	1							US	LA	E/Santa Anita   N/Duarte		2015-03-15 00:00:00	2015-03-15 00:00:00	0					45										PC,WL	CC													49200	49200	CF	1		1	1	WS	NANNAN	FENG	WS79435	01954150	FEE	PRICECHG	IR	1				7148	KO TAI REALTY		D1	7033	MR		4100	31300	2	4	2	1	2	1	17900		AS	5	1	8	NO	0	91006	3762	1250000		383.86		Two-story duplex located in  the center and excellent neighborhood of Arcadia. Santa Anita Ave, Duarte Rd, County park and golf course,First Ave. Middle school, Arcadia High, and library are all within walking distance. Front unit has 3 bedrooms +den/2.5 baths, master suite downstairs, 2 large bedrooms/ 1 bath upstairs with huge closets. 2-car attached garage. Tenant moved in April 2014 and lease expires March 2016. The rear unit has 2 spacious bedrooms and 1.75 bathrooms. 2-car attached garage plus a parking space next to the unit. Tenant has been living in this unit for many years and is now on month-to-month tenancy. Please note realist tax records show total: 6 bedrooms and 5 bathrooms. Rents for both units are well below prevailing ones. New taxes and maintenance under annual op. inc. & exp. are estimates. Buyer to cooperate with seller in 1031 exchange at no cost to buyer.	ASP	LIV,MM,MSUI,STD					STD				0	SC			87965205		NO	0	A	3074	A	B					ST		TK	CNT	567-D6	2015-04-21 17:08:34		2015-03-17 18:09:34	2015-03-16 20:52:36		101																																						2400	2.50	3	U	A	2	2700	2400	1	1700	1.75	2	U	A	2	2000	1700	1																																																																	MT	1		DIST						ASS	
9460495	7448005005		SP	CA	Gaffey	721	0	1962	619000	OC15055392		0.110				187										A				49									2CW	CRB	2	8													US	LA	Summerland		2015-03-11 00:00:00	2015-03-11 00:00:00	0					49																									36600				1	1	OC	Gail	Thompson	STHOMGAI	01353285		NEWLIST						H04347	Harcourts Prime Properties		AVCS	4801	MR		0	25600	3	3	3		3	1	11000		UAS	3	1	5	NO	0	90731	1656			229.34		Rare opportunity to own a Tri-Plex in San Pedro.  Live in one, rent the others!  Back unit yard and patio overlook park.  Close to shopping, Harbor and freeway.							STD					SIS			87970073				A	2699	A	B		N			PL					2015-03-20 09:38:26		2015-03-20 09:38:26	2015-03-16 22:02:00		2958																																						1000	1.00	3	U		0	1030	1000	1	600	1.00	2	U		0	618	600	1	0	1.00	2	U		0	1450	0	1																																																											DIST						ASS	
